,game,release_date,Platform,Genre,developer,owners,publisher,price,Rank,average_playtime,median_playtime,metascore_x,Year,metascore_y,userscore
635,Syberia,19-May-11,PC,Adventure,Microids,"500,000-1,000,000",Microids,12.99,16988,0.0,0.0,82.0,2002.0,82,8.5
636,Syberia II,19-May-11,PC,Adventure,Microids,"500,000-1,000,000",Microids,12.99,18436,0.0,0.0,80.0,2004.0,80,8.3
637,Anomaly: Warzone Earth,8-Apr-11,PC,Strategy,11 bit studios,"500,000-1,000,000",11 bit studios,9.99,4068,0.0,0.0,80.0,2011.0,80,7.3
638,Anomaly: Warzone Earth,8-Apr-11,X360,Misc,11 bit studios,"500,000-1,000,000",11 bit studios,9.99,22785,0.0,0.0,80.0,2012.0,79,6.1
639,Anomaly: Warzone Earth,8-Apr-11,PS3,Misc,11 bit studios,"500,000-1,000,000",11 bit studios,9.99,22788,0.0,0.0,80.0,2012.0,78,7
640,Dungeons of Dredmor,13-Jul-11,PC,Role-Playing,"Gaslamp Games, Inc.","500,000-1,000,000","Gaslamp Games, Inc.",4.99,4171,0.0,0.0,79.0,2011.0,79,7.7
641,Men of War: Assault Squad,24-Feb-11,PC,Strategy,Digitalmindsoft,"500,000-1,000,000","1C Entertainment, 1C-SoftClub",9.99,14641,0.0,0.0,77.0,2011.0,77,8.1
642,Renegade Ops,26-Oct-11,PC,Shooter,Avalanche Studios,"500,000-1,000,000",SEGA,15.0,42732,0.0,0.0,76.0,2011.0,76,7.5
643,Space Pirates and Zombies,15-Aug-11,PC,Adventure,MinMax Games Ltd.,"500,000-1,000,000",MinMax Games Ltd.,9.99,45720,0.0,0.0,74.0,2011.0,74,7.6
644,Dungeon Siege III,20-Jun-11,PC,Role-Playing,Obsidian Entertainment,"500,000-1,000,000",Square Enix,14.99,3645,0.0,0.0,72.0,2011.0,72,4.7
645,Dungeon Siege III,20-Jun-11,PS3,Role-Playing,Obsidian Entertainment,"500,000-1,000,000",Square Enix,14.99,5600,0.0,0.0,72.0,2011.0,71,6.3
646,Dungeon Siege III,20-Jun-11,X360,Role-Playing,Obsidian Entertainment,"500,000-1,000,000",Square Enix,14.99,5850,0.0,0.0,72.0,2011.0,72,5.9
647,Serious Sam: The Random Encounter,24-Oct-11,PC,Role-Playing,"Vlambeer, Croteam","500,000-1,000,000",Devolver Digital,4.99,44141,0.0,0.0,64.0,2011.0,64,6.4
648,E.Y.E: Divine Cybermancy,29-Jul-11,PC,Role-Playing,Streum On Studio,"500,000-1,000,000",Streum On Studio,9.99,29563,0.0,0.0,,2011.0,61,6.9
649,Monday Night Combat,24-Jan-11,PC,Shooter,Uber Entertainment,"200,000-500,000",Uber Entertainment,4.99,38218,0.0,0.0,82.0,2011.0,82,7.3
650,Gemini Rue,26-Oct-11,PC,Adventure,Joshua Neurnberger,"200,000-500,000",Wadjet Eye Games,9.99,11040,0.0,0.0,82.0,2011.0,82,8.4
651,Rochard,15-Nov-11,PC,Platform,Recoil Games,"200,000-500,000",Stardock Entertainment,9.99,8524,0.0,0.0,81.0,2004.0,81,7.9
652,Revenge of the Titans,16-Mar-11,PC,Strategy,Puppygames,"200,000-500,000",Puppygames,14.99,6166,0.0,0.0,79.0,2010.0,79,7.6
653,Magic: The Gathering - Duels of the Planeswalkers 2012,15-Jun-11,PC,Strategy,Stainless Games Ltd,"200,000-500,000",Wizards of the Coast LLC,19.99,5763,0.0,0.0,77.0,2011.0,77,5.8
654,Section 8: Prejudice,4-May-11,PC,Shooter,TimeGate Studios,"200,000-500,000",Atari,9.99,43912,0.0,0.0,77.0,2011.0,77,7.7
655,Section 8: Prejudice,4-May-11,PS3,Shooter,TimeGate Studios,"200,000-500,000",Atari,9.99,43913,0.0,0.0,77.0,2011.0,70,7.2
656,Section 8: Prejudice,4-May-11,X360,Shooter,TimeGate Studios,"200,000-500,000",Atari,9.99,43914,0.0,0.0,77.0,2011.0,76,7.7
657,From Dust,17-Aug-11,PC,Adventure,Ubisoft Montpellier,"200,000-500,000",Ubisoft,14.99,20314,0.0,0.0,76.0,2011.0,76,4.9
658,Might & Magic: Clash of Heroes,22-Sep-11,DS,Role-Playing,Capybara Games,"200,000-500,000",Ubisoft,9.99,9332,0.0,0.0,76.0,2009.0,86,8
659,Avadon: The Black Fortress,17-Aug-11,PC,Role-Playing,Spiderweb Software,"200,000-500,000",Spiderweb Software,9.99,23494,0.0,0.0,75.0,2011.0,75,7.7
660,Rock of Ages,7-Sep-11,PC,Strategy,ACE Team,"200,000-500,000",SEGA,9.99,3655,0.0,0.0,74.0,2011.0,74,7.7
661,Solar 2,17-Jun-11,PC,Misc,Murudai,"200,000-500,000",Murudai,9.99,6179,0.0,0.0,72.0,2011.0,72,7.1
662,Blocks That Matter,19-Aug-11,PC,Action,Swing Swing Submarine,"200,000-500,000",Sigma Team Inc.,4.99,8548,0.0,0.0,72.0,2011.0,72,7.3
663,Nuclear Dawn,26-Sep-11,PC,Misc,"GameConnect, InterWave Studios","200,000-500,000",Iceberg Interactive,9.99,20897,0.0,0.0,71.0,2011.0,71,7.6
664,Take On Helicopters,27-Oct-11,PC,Simulation,Bohemia Interactive,"200,000-500,000",Bohemia Interactive,19.99,16809,0.0,0.0,70.0,2011.0,70,6.7
665,Cities in Motion,22-Feb-11,PC,Simulation,Colossal Order Ltd.,"200,000-500,000",Paradox Interactive,19.99,7956,0.0,0.0,70.0,2011.0,70,7.7
666,Men of War: Vietnam,8-Sep-11,PC,Strategy,1C Entertainment,"200,000-500,000","1C Entertainment, 1C-SoftClub",7.99,11024,0.0,0.0,68.0,2011.0,68,5.1
667,Dead Rising 2: Off the Record,11-Oct-11,PS3,Action,Capcom Vancouver,"200,000-500,000",Capcom,19.99,6385,0.0,0.0,66.0,2011.0,72,6.8
668,Dead Rising 2: Off the Record,11-Oct-11,X360,Action,Capcom Vancouver,"200,000-500,000",Capcom,19.99,7206,0.0,0.0,66.0,2011.0,72,7.4
669,Dead Rising 2: Off the Record,11-Oct-11,PC,Action,Capcom Vancouver,"200,000-500,000",Capcom,19.99,7408,0.0,0.0,66.0,2011.0,66,5.6
670,Dungeons,10-Feb-11,PC,Strategy,Realmforge Studios,"200,000-500,000",Kalypso Media Digital,9.99,12684,0.0,0.0,65.0,2011.0,65,4.6
671,Puzzle Agent 2,30-Jun-11,PC,Puzzle,Telltale Games,"200,000-500,000",Telltale Games,9.99,41945,0.0,0.0,63.0,2011.0,63,6.9
673,Crazy Taxi,4-Mar-11,PS2,Racing,SEGA,"200,000-500,000",SEGA,7.99,723,0.0,0.0,,2001.0,80,7.8
674,Crazy Taxi,4-Mar-11,GC,Racing,SEGA,"200,000-500,000",SEGA,7.99,4671,0.0,0.0,,2001.0,69,7.4
675,F1 2011,19-Sep-11,PS3,Racing,Codemasters Birmingham,"100,000-200,000",Codemasters,14.99,1933,0.0,0.0,83.0,2011.0,82,7.1
676,F1 2011,19-Sep-11,X360,Racing,Codemasters Birmingham,"100,000-200,000",Codemasters,14.99,3293,0.0,0.0,83.0,2011.0,84,7.1
677,F1 2011,19-Sep-11,PC,Racing,Codemasters Birmingham,"100,000-200,000",Codemasters,14.99,9252,0.0,0.0,83.0,2011.0,83,7.1
678,F1 2011,19-Sep-11,3DS,Racing,Codemasters Birmingham,"100,000-200,000",Codemasters,14.99,9796,0.0,0.0,83.0,2011.0,59,6.4
679,Panzer Corps,10-Jul-11,PC,Strategy,"Flashback Games, The Lordz Games Studio","100,000-200,000",Slitherine Ltd.,19.99,54523,0.0,0.0,80.0,2011.0,80,7.5
680,Runaway: A Twist of Fate,21-Apr-11,PC,Adventure,Pendulo Studios,"100,000-200,000",Focus Home Interactive,9.99,15665,0.0,0.0,79.0,2009.0,79,8.2
681,Hamilton's Great Adventure,31-May-11,PC,Adventure,Fatshark,"100,000-200,000",Fatshark,9.99,32942,0.0,0.0,77.0,2011.0,77,7.4
682,Demigod,14-Dec-11,PC,Strategy,Gas Powered Games,"100,000-200,000",Stardock Entertainment,9.99,17436,0.0,0.0,76.0,2009.0,76,7.7
683,Still Life,1-Jun-11,PC,Adventure,Microids,"100,000-200,000",Microids,7.99,20645,0.0,0.0,75.0,2005.0,75,7.7
684,Cossacks: European Wars,26-Aug-11,PC,Strategy,GSC Game World,"100,000-200,000",GSC World Publishing,4.99,17040,0.0,0.0,74.0,2001.0,74,8.2
685,Fortix 2,6-May-11,PC,Strategy,Nemesys Games,"100,000-200,000",Nemesys Games,1.99,31275,0.0,0.0,74.0,2011.0,74,6.9
686,Worms Blast,19-Oct-11,GC,Puzzle,Team17 Digital Ltd,"100,000-200,000",Team17 Digital Ltd,7.99,14503,0.0,0.0,73.0,2002.0,65,tbd
687,Worms Blast,19-Oct-11,PC,Puzzle,Team17 Digital Ltd,"100,000-200,000",Team17 Digital Ltd,7.99,51799,0.0,0.0,73.0,2002.0,73,7
688,Post Mortem,26-Aug-11,PC,Adventure,MC2,"100,000-200,000",Microids,7.99,18443,0.0,0.0,71.0,2003.0,71,7.6
689,Before the Echo,20-Oct-11,PC,Music,Iridium Studios,"100,000-200,000",Daybreak Game Company,4.99,10303,0.0,0.0,70.0,2011.0,70,7.4
690,Sengoku,15-Sep-11,PC,Strategy,Paradox Development Studio,"100,000-200,000",Paradox Interactive,9.99,18614,0.0,0.0,70.0,2011.0,70,6.8
691,Runespell: Overture,20-Jul-11,PC,Role-Playing,Mystic Box,"100,000-200,000",Mystic Box,9.99,43399,0.0,0.0,69.0,2011.0,69,6.9
692,Still Life 2,1-Jun-11,PC,Adventure,Microids,"100,000-200,000",Microids,7.99,18013,0.0,0.0,67.0,2009.0,67,5.6
693,The Baconing,31-Aug-11,PC,Role-Playing,Hothead Games,"100,000-200,000",Hothead Games,14.99,47953,0.0,0.0,63.0,2011.0,63,5.2
694,Trapped Dead,15-Jul-11,PC,Strategy,Headup Games / Crenetic,"100,000-200,000",Headup Games,4.99,18015,0.0,0.0,50.0,2011.0,50,4.7
695,LEGO Pirates of the Caribbean: The Video Game,24-May-11,X360,Action,Traveller's Tales,"100,000-200,000",Disney Interactive,19.99,2315,0.0,0.0,,2011.0,73,7.1
696,LEGO Pirates of the Caribbean: The Video Game,24-May-11,PS3,Action,Traveller's Tales,"100,000-200,000",Disney Interactive,19.99,2510,0.0,0.0,,2011.0,73,7.3
697,LEGO Pirates of the Caribbean: The Video Game,24-May-11,3DS,Action,Traveller's Tales,"100,000-200,000",Disney Interactive,19.99,3687,0.0,0.0,,2011.0,71,7.1
698,LEGO Pirates of the Caribbean: The Video Game,24-May-11,PC,Action,Traveller's Tales,"100,000-200,000",Disney Interactive,19.99,15802,0.0,0.0,,2011.0,73,6.9
699,Atom Zombie Smasher,14-Mar-11,PC,Strategy,Blendo Games,"50,000-100,000",Blendo Games,9.99,6510,0.0,0.0,75.0,2011.0,75,7.1
700,Fate of the World,28-Feb-11,PC,Strategy,Red Redemption,"50,000-100,000",Soothsayer Games,9.99,30641,0.0,0.0,70.0,2011.0,70,7.6
701,Lume,9-May-11,PC,Puzzle,State of Play Games,"50,000-100,000",State of Play Games,5.99,36479,0.0,0.0,69.0,2011.0,69,5
702,Earth Defense Force: Insect Armageddon,14-Dec-11,PS3,Shooter,"Vicious Cycle Software, Inc.","50,000-100,000","D3Publisher of America, Inc.",9.99,8790,0.0,0.0,69.0,2011.0,63,7.1
703,Earth Defense Force: Insect Armageddon,14-Dec-11,X360,Shooter,"Vicious Cycle Software, Inc.","50,000-100,000","D3Publisher of America, Inc.",9.99,9188,0.0,0.0,69.0,2011.0,68,8.3
704,Air Conflicts: Secret Wars,30-Sep-11,PS3,Simulation,"Games Farm, 3Division","50,000-100,000",Games Farm,5.99,9092,0.0,0.0,65.0,2011.0,51,tbd
705,Air Conflicts: Secret Wars,30-Sep-11,X360,Simulation,"Games Farm, 3Division","50,000-100,000",Games Farm,5.99,13171,0.0,0.0,65.0,2011.0,61,tbd
706,Off-Road Drive,29-Sep-11,PC,Racing,1C-Avalon,"50,000-100,000",1C Entertainment,4.99,16069,0.0,0.0,60.0,2011.0,60,6.5
708,King Arthur: Fallen Champions,16-Sep-11,PC,Strategy,NeocoreGames,"50,000-100,000",Paradox Interactive,4.99,35362,0.0,0.0,54.0,2011.0,54,5
709,Garshasp: The Monster Slayer,9-May-11,PC,Action,Dead Mage,"50,000-100,000",Digital Dragon,4.99,19916,0.0,0.0,49.0,2011.0,49,6.3
710,Who's That Flying?!,31-Jan-11,PC,Shooter,Mediatonic,"20,000-50,000",Kalypso Media Digital,5.99,51266,0.0,0.0,76.0,2011.0,76,6.7
711,Pride of Nations,7-Jun-11,PC,Strategy,Ageod,"20,000-50,000",Slitherine Ltd.,19.99,19445,0.0,0.0,70.0,2011.0,70,5.6
712,Supreme Ruler: Cold War,29-Jul-11,PC,Strategy,BattleGoat Studios,"20,000-50,000",BattleGoat Studios,9.99,16477,0.0,0.0,63.0,2011.0,63,6.8
713,Achron,29-Aug-11,PC,Strategy,Hazardous Software Inc.,"20,000-50,000",Hazardous Software Inc.,19.99,21792,0.0,0.0,54.0,2011.0,54,7.4
714,Shadow Harvest: Phantom Ops,5-Apr-11,PC,Shooter,Black Lion Studios,"20,000-50,000",Viva Media,9.99,44188,0.0,0.0,34.0,2011.0,34,2.7
715,Europa Universalis III: Divine Wind,21-Jan-11,PC,Strategy,Paradox Development Studio,"0-20,000",Paradox Interactive,9.99,30063,0.0,0.0,71.0,2010.0,71,8.7
716,Call of Duty: Modern Warfare 3,8-Nov-11,X360,Shooter,"Infinity Ward, Sledgehammer Games","0-20,000",Activision,39.99,41,0.0,0.0,,2011.0,88,3.4
717,Call of Duty: Modern Warfare 3,8-Nov-11,PS3,Shooter,"Infinity Ward, Sledgehammer Games","0-20,000",Activision,39.99,52,0.0,0.0,,2011.0,88,3.2
718,Call of Duty: Modern Warfare 3,8-Nov-11,PC,Shooter,"Infinity Ward, Sledgehammer Games","0-20,000",Activision,39.99,1232,0.0,0.0,,2011.0,78,2.7
719,Disney Universe,25-Oct-11,PS3,Action,Eurocom,"0-20,000",Disney Interactive,19.99,3733,0.0,0.0,,2011.0,70,6.9
720,Disney Universe,25-Oct-11,X360,Action,Eurocom,"0-20,000",Disney Interactive,19.99,4058,0.0,0.0,,2011.0,66,5.6
721,Smash Cars,18-Oct-11,PS2,Racing,Creat Studios Inc,"0-20,000",Pom Pom Games,9.99,11668,0.0,0.0,,2003.0,67,7.5
723,Borderlands 2,17-Sep-12,X360,Shooter,"Gearbox Software, Aspyr (Mac), Aspyr (Linux)","10,000,000-20,000,000","2K, Aspyr (Mac), Aspyr (Linux)",19.99,548,542.0,186.0,89.0,2013.0,89,8.3
724,Borderlands 2,17-Sep-12,PS3,Shooter,"Gearbox Software, Aspyr (Mac), Aspyr (Linux)","10,000,000-20,000,000","2K, Aspyr (Mac), Aspyr (Linux)",19.99,854,542.0,186.0,89.0,2012.0,91,8.2
725,Borderlands 2,17-Sep-12,PC,Shooter,"Gearbox Software, Aspyr (Mac), Aspyr (Linux)","10,000,000-20,000,000","2K, Aspyr (Mac), Aspyr (Linux)",19.99,2560,542.0,186.0,89.0,2012.0,89,8.2
728,Chivalry: Medieval Warfare,16-Oct-12,PC,Action,Torn Banner Studios,"5,000,000-10,000,000",Torn Banner Studios,24.99,26363,172.0,114.0,79.0,2012.0,79,7.8
729,Euro Truck Simulator 2,12-Oct-12,PC,Simulation,SCS Software,"5,000,000-10,000,000",SCS Software,19.99,182,344.0,170.0,79.0,2013.0,79,8.7
730,Dishonored,8-Oct-12,X360,Shooter,Arkane Studios,"2,000,000-5,000,000",Bethesda Softworks,9.99,1219,0.0,0.0,91.0,2013.0,88,7.9
731,Dishonored,8-Oct-12,PS3,Shooter,Arkane Studios,"2,000,000-5,000,000",Bethesda Softworks,9.99,1407,0.0,0.0,91.0,2013.0,89,7.9
732,Dishonored,8-Oct-12,PC,Action,Arkane Studios,"2,000,000-5,000,000",Bethesda Softworks,9.99,4458,0.0,0.0,91.0,2013.0,91,8.4
733,XCOM: Enemy Unknown,8-Oct-12,PC,Strategy,"Firaxis Games, Feral Interactive (Mac), Feral Interactive (Linux)","2,000,000-5,000,000","2K, Feral Interactive (Mac), Feral Interactive (Linux)",29.99,3263,0.0,0.0,89.0,2012.0,89,8.2
734,XCOM: Enemy Unknown,8-Oct-12,X360,Sports,"Firaxis Games, Feral Interactive (Mac), Feral Interactive (Linux)","2,000,000-5,000,000","2K, Feral Interactive (Mac), Feral Interactive (Linux)",29.99,3689,0.0,0.0,89.0,2012.0,90,8.3
735,XCOM: Enemy Unknown,8-Oct-12,PS3,Strategy,"Firaxis Games, Feral Interactive (Mac), Feral Interactive (Linux)","2,000,000-5,000,000","2K, Feral Interactive (Mac), Feral Interactive (Linux)",29.99,3920,0.0,0.0,89.0,2012.0,89,8.2
736,Torchlight II,20-Sep-12,PC,Role-Playing,Runic Games,"2,000,000-5,000,000",Runic Games,19.99,20581,32.0,10.0,88.0,2012.0,88,8.5
737,Far Cry 3,4-Dec-12,PS3,Shooter,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai","2,000,000-5,000,000",Ubisoft,19.99,504,157.0,52.0,88.0,2012.0,90,8.5
738,Far Cry 3,4-Dec-12,X360,Shooter,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai","2,000,000-5,000,000",Ubisoft,19.99,575,157.0,52.0,88.0,2012.0,91,8.6
739,Far Cry 3,4-Dec-12,PC,Shooter,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai","2,000,000-5,000,000",Ubisoft,19.99,2628,157.0,52.0,88.0,2012.0,88,8.3
741,Hotline Miami,23-Oct-12,PC,Action,Dennaton Games,"2,000,000-5,000,000",Devolver Digital,9.99,706,57.0,72.0,85.0,2012.0,85,8.6
742,Hotline Miami,23-Oct-12,PS3,Action,Dennaton Games,"2,000,000-5,000,000",Devolver Digital,9.99,33787,57.0,72.0,85.0,2013.0,87,8.3
743,FTL: Faster Than Light,14-Sep-12,PC,Misc,Subset Games,"2,000,000-5,000,000",Subset Games,9.99,31474,3.0,1.0,84.0,2012.0,84,8.4
744,Orcs Must Die! 2,30-Jul-12,PC,Misc,Robot Entertainment,"2,000,000-5,000,000",Robot Entertainment,14.99,40053,0.0,0.0,83.0,2012.0,83,7.9
745,Alan Wake,16-Feb-12,PC,Action,Remedy Entertainment,"2,000,000-5,000,000",Remedy Entertainment,14.99,1148,4106.0,1368.0,83.0,2012.0,83,8
746,Alan Wake,16-Feb-12,X360,Action,Remedy Entertainment,"2,000,000-5,000,000",Remedy Entertainment,14.99,1721,4106.0,1368.0,83.0,2010.0,83,8.1
747,Crusader Kings II,14-Feb-12,PC,Strategy,Paradox Development Studio,"2,000,000-5,000,000",Paradox Interactive,39.99,20071,346.0,230.0,82.0,2012.0,82,8.8
748,Sins of a Solar Empire: Rebellion,12-Jun-12,PC,Strategy,"Ironclad Games, Stardock Entertainment","2,000,000-5,000,000",Stardock Entertainment,39.99,44994,234.0,151.0,82.0,1970.0,82,7.8
749,Hitman: Absolution,19-Nov-12,PS3,Action,"Io-Interactive A/S, Feral Interactive (Mac)","2,000,000-5,000,000","Io-Interactive A/S, Feral Interactive (Mac)",19.99,970,51.0,17.0,79.0,2012.0,83,7.5
750,Hitman: Absolution,19-Nov-12,X360,Action,"Io-Interactive A/S, Feral Interactive (Mac)","2,000,000-5,000,000","Io-Interactive A/S, Feral Interactive (Mac)",19.99,1241,51.0,17.0,79.0,2012.0,79,7.1
751,Hitman: Absolution,19-Nov-12,PC,Action,"Io-Interactive A/S, Feral Interactive (Mac)","2,000,000-5,000,000","Io-Interactive A/S, Feral Interactive (Mac)",19.99,8226,51.0,17.0,79.0,2012.0,79,7.1
752,Spec Ops: The Line,25-Jun-12,PS3,Shooter,YAGER,"2,000,000-5,000,000","2K, Missing Link Games",29.99,4219,0.0,0.0,76.0,2012.0,77,8.1
753,Spec Ops: The Line,25-Jun-12,X360,Shooter,YAGER,"2,000,000-5,000,000","2K, Missing Link Games",29.99,5325,0.0,0.0,76.0,2012.0,76,8.3
754,Spec Ops: The Line,25-Jun-12,PC,Shooter,YAGER,"2,000,000-5,000,000","2K, Missing Link Games",29.99,8041,0.0,0.0,76.0,2012.0,76,8.2
757,Call of Duty: Black Ops II,12-Nov-12,X360,Shooter,Treyarch,"2,000,000-5,000,000",Activision,59.99,47,145.0,96.0,74.0,2012.0,83,5
758,Call of Duty: Black Ops II,12-Nov-12,PS3,Shooter,Treyarch,"2,000,000-5,000,000",Activision,59.99,48,145.0,96.0,74.0,2012.0,83,5.4
759,Call of Duty: Black Ops II,12-Nov-12,PC,Shooter,Treyarch,"2,000,000-5,000,000",Activision,59.99,1454,145.0,96.0,74.0,2012.0,74,4.3
760,Guns of Icarus Online,29-Oct-12,PC,Misc,Muse Games,"2,000,000-5,000,000",Muse Games,4.99,32770,229.0,298.0,64.0,2012.0,64,7.8
761,Max Payne 3,31-May-12,PS3,Shooter,Rockstar Studios,"1,000,000-2,000,000",Rockstar Games,19.99,1115,75.0,49.0,87.0,2012.0,87,7.8
762,Max Payne 3,31-May-12,PC,Shooter,Rockstar Studios,"1,000,000-2,000,000",Rockstar Games,19.99,1205,75.0,49.0,87.0,2012.0,87,7.7
763,Max Payne 3,31-May-12,X360,Shooter,Rockstar Studios,"1,000,000-2,000,000",Rockstar Games,19.99,1327,75.0,49.0,87.0,2012.0,86,7.8
764,The Darkness II,6-Feb-12,X360,Shooter,Digital Extremes,"1,000,000-2,000,000",2K,29.99,5530,57.0,19.0,77.0,2012.0,80,7.5
765,The Darkness II,6-Feb-12,PS3,Shooter,Digital Extremes,"1,000,000-2,000,000",2K,29.99,6477,57.0,19.0,77.0,2012.0,79,7.7
766,The Darkness II,6-Feb-12,PC,Shooter,Digital Extremes,"1,000,000-2,000,000",2K,29.99,10718,57.0,19.0,77.0,2012.0,77,7.6
767,Deponia,6-Aug-12,PC,Adventure,Daedalic Entertainment,"1,000,000-2,000,000",Daedalic Entertainment,9.99,3195,0.0,0.0,74.0,2012.0,74,8.2
768,Alan Wake's American Nightmare,22-May-12,PC,Misc,Remedy Entertainment,"1,000,000-2,000,000",Remedy Entertainment,8.99,4409,0.0,0.0,73.0,2012.0,73,6.7
769,Risen 2: Dark Waters,26-Apr-12,PC,Role-Playing,Piranha Bytes,"1,000,000-2,000,000",Deep Silver,9.99,3305,0.0,0.0,69.0,2012.0,69,5.7
770,Risen 2: Dark Waters,26-Apr-12,PS3,Role-Playing,Piranha Bytes,"1,000,000-2,000,000",Deep Silver,9.99,8213,0.0,0.0,69.0,2012.0,47,4.5
771,Risen 2: Dark Waters,26-Apr-12,X360,Role-Playing,Piranha Bytes,"1,000,000-2,000,000",Deep Silver,9.99,10659,0.0,0.0,69.0,2012.0,60,6.1
773,Hell Yeah! Wrath of the Dead Rabbit,3-Oct-12,PC,Action,Arkedo,"1,000,000-2,000,000",SEGA,14.99,5339,0.0,0.0,64.0,2004.0,64,7.4
774,Cortex Command,28-Sep-12,PC,Platform,Data Realms,"1,000,000-2,000,000","Data Realms, LLC",19.99,27050,105.0,70.0,44.0,2010.0,44,7.2
775,Viking: Battle for Asgard,17-Oct-12,X360,Action,"Creative Assembly, PC Port - Hardlight","1,000,000-2,000,000",SEGA,14.99,5084,0.0,0.0,,2008.0,68,8
776,Viking: Battle for Asgard,17-Oct-12,PS3,Action,"Creative Assembly, PC Port - Hardlight","1,000,000-2,000,000",SEGA,14.99,5680,0.0,0.0,,2008.0,65,7.4
777,Legend of Grimrock,11-Apr-12,PC,Misc,Almost Human Games,"500,000-1,000,000",Almost Human Games,14.99,3119,0.0,0.0,82.0,2012.0,82,8.1
778,Botanicula,7-May-12,PC,Adventure,Amanita Design,"500,000-1,000,000",Amanita Design,9.99,6290,0.0,0.0,82.0,2012.0,82,8.4
779,Wargame: European Escalation,22-Feb-12,PC,Misc,Eugen Systems,"500,000-1,000,000",Eugen Systems,9.99,51011,0.0,0.0,81.0,2012.0,81,8.1
780,Kingdoms of Amalur: Reckoning,7-Feb-12,PC,Role-Playing,"Big Huge Games, 38 Studios","500,000-1,000,000","38 Studios, Electronic Arts",19.99,2504,835.0,278.0,81.0,2012.0,81,6.6
781,Kingdoms of Amalur: Reckoning,7-Feb-12,X360,Role-Playing,"Big Huge Games, 38 Studios","500,000-1,000,000","38 Studios, Electronic Arts",19.99,2758,835.0,278.0,81.0,2012.0,80,7.8
782,Kingdoms of Amalur: Reckoning,7-Feb-12,PS3,Role-Playing,"Big Huge Games, 38 Studios","500,000-1,000,000","38 Studios, Electronic Arts",19.99,2815,835.0,278.0,81.0,2012.0,81,7.7
785,Deadlight,25-Oct-12,PC,Action-Adventure,"Tequila Works, S.L.","500,000-1,000,000",Xbox Game Studios,14.99,2992,0.0,0.0,78.0,2012.0,78,7.4
786,Deadlight,25-Oct-12,X360,Action-Adventure,"Tequila Works, S.L.","500,000-1,000,000",Xbox Game Studios,14.99,53395,0.0,0.0,78.0,2012.0,68,7.8
787,Condemned: Criminal Origins,29-Oct-12,X360,Action,Monolith,"500,000-1,000,000",SEGA,14.95,7273,0.0,0.0,78.0,2005.0,81,8.2
788,Condemned: Criminal Origins,29-Oct-12,PC,Action,Monolith,"500,000-1,000,000",SEGA,14.95,26949,0.0,0.0,78.0,2006.0,78,7.7
789,Giana Sisters: Twisted Dreams,22-Oct-12,PC,Misc,Black Forest Games,"500,000-1,000,000","HandyGames, Black Forest Games",14.99,6216,0.0,0.0,77.0,2007.0,77,7.7
790,Giana Sisters: Twisted Dreams,22-Oct-12,X360,Misc,Black Forest Games,"500,000-1,000,000","HandyGames, Black Forest Games",14.99,32150,0.0,0.0,77.0,2011.0,69,7
791,Thomas Was Alone,12-Nov-12,PC,Misc,Bithell Games,"500,000-1,000,000",Bithell Games,9.99,3972,0.0,0.0,77.0,2012.0,77,8.1
792,Thomas Was Alone,12-Nov-12,PS3,Misc,Bithell Games,"500,000-1,000,000",Bithell Games,9.99,49087,0.0,0.0,77.0,2013.0,80,6.7
793,Prototype 2,24-Jul-12,X360,Action,Radical Entertainment,"500,000-1,000,000",Activision,39.99,3008,0.0,0.0,76.0,2012.0,74,7
794,Prototype 2,24-Jul-12,PS3,Action,Radical Entertainment,"500,000-1,000,000",Activision,39.99,3065,0.0,0.0,76.0,2012.0,79,6.8
795,Prototype 2,24-Jul-12,PC,Action,Radical Entertainment,"500,000-1,000,000",Activision,39.99,11276,0.0,0.0,76.0,2012.0,76,6.4
796,Shank 2,7-Feb-12,PC,Action,Klei Entertainment,"500,000-1,000,000",Klei Entertainment,9.99,44275,0.0,0.0,72.0,2012.0,72,6.4
797,Shank 2,7-Feb-12,PS3,Action,Klei Entertainment,"500,000-1,000,000",Klei Entertainment,9.99,44276,0.0,0.0,72.0,2012.0,77,6.2
798,Shank 2,7-Feb-12,X360,Action,Klei Entertainment,"500,000-1,000,000",Klei Entertainment,9.99,44277,0.0,0.0,72.0,2012.0,77,6.3
799,Binary Domain,27-Apr-12,PS3,Action,Devil's Details,"500,000-1,000,000",SEGA,14.99,6286,0.0,0.0,68.0,2012.0,72,8.2
800,Binary Domain,27-Apr-12,X360,Action,Devil's Details,"500,000-1,000,000",SEGA,14.99,9164,0.0,0.0,68.0,2012.0,74,8.1
801,Binary Domain,27-Apr-12,PC,Action,Devil's Details,"500,000-1,000,000",SEGA,14.99,24517,0.0,0.0,68.0,2012.0,68,7.7
802,Pid,31-Oct-12,PC,Platform,Might and Delight,"500,000-1,000,000",Might and Delight,9.99,7113,0.0,0.0,63.0,2001.0,63,7.7
803,Lucius,26-Oct-12,PC,Action,Shiver Games,"500,000-1,000,000",Shiver Games,1.99,3869,0.0,0.0,59.0,2012.0,59,6.1
